transaction_id,timestamp,user_id,amount,payment_method,bank,card_network,location,device_type,device_age_days,account_age_days,previous_txn_count,txn_velocity_1h,avg_amount_7d,amount_deviation,latency_ms,retry_count,ip_risk_score,device_risk_score,location_risk_score,bank_risk_score,amount_risk_score,scenario,actual_risk,outcome
T512880,2026-08-13 10:44:37,U101142,788.4,Card,IndusInd Bank,Mastercard,Ahmedabad,desktop,640,2794,486,0,807.51,-0.0237,150.5,0,0.1896,0.0922,0.087,0.1479,0.1431,NORMAL,0.0,LEGIT
T549516,2026-08-13 10:45:17,U100846,1072.27,UPI,IndusInd Bank,NOT_CARD,Mumbai,mobile,1439,469,60,0,837.85,0.2798,133.2,0,0.2961,0.3783,0.1033,0.4868,0.2238,NORMAL,0.0796,LEGIT
T549578,2026-08-13 10:45:24,U100050,914.52,UPI,IndusInd Bank,NOT_CARD,Lucknow,mobile,182,2279,405,0,967.52,-0.0548,109.8,0,0.0685,0.2627,0.252,0.1646,0.1154,NORMAL,0.1765,LEGIT
T510243,2026-08-13 10:46:02,U100864,583.0,UPI,Punjab National Bank,NOT_CARD,Delhi,mobile,562,2538,421,1,435.4,0.339,126.5,0,0.1661,0.1411,0.0469,0.0594,0.3759,NORMAL,0.1313,LEGIT
T503708,2026-08-13 10:47:55,U100202,2514.89,Card,Yes Bank,RuPay,Lucknow,mobile,1212,1485,249,0,2683.57,-0.0629,139.5,0,0.2338,0.2517,0.1246,0.1736,0.0518,NORMAL,0.0426,LEGIT
T523447,2026-08-13 10:52:41,U101067,2017.23,UPI,ICICI Bank,NOT_CARD,Chennai,mobile,820,1923,296,1,1747.48,0.1544,121.2,0,0.2016,0.2002,0.0735,0.2094,0.1814,NORMAL,0.072,LEGIT
T530330,2026-08-13 10:53:27,U100111,243.23,UPI,Punjab National Bank,NOT_CARD,Kolkata,mobile,128,2342,413,0,164.47,0.4788,100.8,0,0.0087,0.0809,0.0833,0.064,0.5844,NORMAL,0.1333,LEGIT
T501318,2026-08-13 10:53:56,U100462,2200.18,Card,Yes Bank,Amex,Hyderabad,desktop,392,2246,362,0,1629.57,0.3502,117.4,0,0.147,0.3253,0.0915,0.4724,0.1926,NORMAL,0.1688,LEGIT
T542232,2026-08-13 10:55:17,U101312,1164.39,Netbanking,State Bank of India,NOT_CARD,Ahmedabad,mobile,887,2339,399,0,2156.62,-0.4601,115.4,0,0.1884,0.3234,0.1501,0.1932,0.327,NORMAL,0.0714,LEGIT
T523968,2026-08-13 10:56:32,U100830,1346.56,Netbanking,IndusInd Bank,NOT_CARD,Mumbai,mobile,238,738,99,0,1629.9,-0.1738,225.3,0,0.1663,0.055,0.0481,0.2117,0.3868,NORMAL,0.0929,LEGIT
T523929,2026-08-13 10:57:46,U100556,1626.95,UPI,IDFC First Bank,NOT_CARD,Kolkata,desktop,1096,2208,359,0,1096.99,0.4831,92.3,0,0.5517,0.2296,0.162,0.087,0.2553,NORMAL,0.1667,LEGIT
T507580,2026-08-13 11:00:14,U100376,3350.77,UPI,State Bank of India,NOT_CARD,Delhi,mobile,230,2210,392,0,2026.56,0.6534,71.0,0,0.1403,0.2453,0.0914,0.1873,0.4739,NORMAL,0.0975,LEGIT
T524187,2026-08-13 11:00:59,U101022,743.25,Netbanking,HDFC Bank,NOT_CARD,Hyderabad,mobile,36,2605,441,0,840.16,-0.1153,280.6,0,0.4536,0.0845,0.2399,0.0779,0.1047,NORMAL,0.0292,LEGIT
T521365,2026-08-13 11:01:54,U100647,3007.82,Card,IndusInd Bank,RuPay,Mumbai,mobile,676,1606,287,0,2634.32,0.1418,110.1,0,0.1918,0.3087,0.3672,0.386,0.2989,NORMAL,0.2214,LEGIT
T514601,2026-08-13 11:02:22,U100174,277.62,Card,IDFC First Bank,Visa,Hyderabad,mobile,334,2090,343,0,299.25,-0.0723,74.2,0,0.4379,0.2069,0.1418,0.3009,0.075,NORMAL,0.0473,LEGIT
T540133,2026-08-13 11:02:55,U100775,237.03,Wallet,State Bank of India,NOT_CARD,Pune,mobile,1194,2853,458,0,333.68,-0.2897,137.8,0,0.15,0.0792,0.1905,0.0861,0.474,NORMAL,0.1181,LEGIT
T503155,2026-08-13 11:03:27,U100740,190.73,Netbanking,Yes Bank,NOT_CARD,Kolkata,mobile,1322,2451,422,1,212.26,-0.1014,129.7,0,0.019,0.3363,0.1383,0.2198,0.0768,NORMAL,0.0963,LEGIT
T501008,2026-08-13 11:04:16,U100557,352.8,Netbanking,Bank of Baroda,NOT_CARD,Jaipur,mobile,1135,2625,461,1,438.16,-0.1948,163.5,0,0.1975,0.1011,0.3076,0.2694,0.1308,NORMAL,0.0384,FRAUD
T523131,2026-08-13 11:04:30,U100620,701.01,Wallet,Axis Bank,NOT_CARD,Hyderabad,desktop,664,1301,204,0,571.87,0.2258,236.2,0,0.2284,0.5556,0.1497,0.2782,0.2269,NORMAL,0.076,LEGIT
T513769,2026-08-13 11:05:12,U100910,904.01,UPI,Kotak Mahindra Bank,NOT_CARD,Bengaluru,mobile,1396,2310,366,0,1213.88,-0.2553,160.3,0,0.1608,0.0808,0.1033,0.1661,0.348,NORMAL,0.0648,LEGIT
T548435,2026-08-13 11:06:37,U101453,147.88,UPI,Kotak Mahindra Bank,NOT_CARD,Hyderabad,mobile,69,738,104,0,116.82,0.2658,79.6,0,0.2606,0.2879,0.1955,0.058,0.3728,NORMAL,0.0679,FRAUD
T503215,2026-08-13 11:08:17,U100639,448.17,UPI,Yes Bank,NOT_CARD,Delhi,mobile,476,2846,470,0,298.63,0.5008,2630.571731733723,0,0.1419,0.1925,0.2243,0.2109,0.4764,LATENCY_ANOMALY,0.2695,LEGIT
T541129,2026-08-13 11:08:54,U101373,620.72,Card,ICICI Bank,Mastercard,Delhi,mobile,163,1261,222,0,995.58,-0.3765,295.2,0,0.2679,0.3012,0.236,0.4614,0.3343,NORMAL,0.1431,LEGIT
T519698,2026-08-13 11:09:28,U101116,433.43,Card,Yes Bank,Amex,Bengaluru,desktop,219,2986,500,0,532.65,-0.1863,162.3,1,0.2093,0.2778,0.0288,0.4431,0.1412,NORMAL,0.1317,LEGIT
T539104,2026-08-13 11:10:58,U101447,166.89,UPI,IndusInd Bank,NOT_CARD,Lucknow,mobile,167,2879,454,1,247.03,-0.3244,240.3,0,0.2326,0.2078,0.1642,0.0909,0.4066,NORMAL,0.0,LEGIT
T537184,2026-08-13 11:13:33,U100879,1320.17,Netbanking,IDFC First Bank,NOT_CARD,Mumbai,mobile,1318,1890,298,0,1132.51,0.1657,174.5,0,0.0574,0.1258,0.1158,0.0371,0.1163,NORMAL,0.0337,LEGIT
T512121,2026-08-13 11:15:27,U100933,655.22,Netbanking,IDFC First Bank,NOT_CARD,Kolkata,mobile,359,1948,318,0,589.56,0.1114,179.6,0,0.179,0.2741,0.1131,0.1169,0.2379,NORMAL,0.0969,LEGIT
T549633,2026-08-13 11:15:47,U100337,1328.39,Card,State Bank of India,Visa,Hyderabad,mobile,41,952,164,22,1416.03,-0.0619,90.9,7,0.1726,0.3648,0.421,0.1661,0.2101,HIGH_VELOCITY,0.3837,FRAUD
T536402,2026-08-13 11:17:45,U100576,1438.32,UPI,State Bank of India,NOT_CARD,Bengaluru,tablet,53,2777,439,0,1101.35,0.306,195.0,0,0.3733,0.0861,0.1786,0.0921,0.4079,NORMAL,0.128,LEGIT
T533169,2026-08-13 11:17:47,U101061,1219.47,Card,HDFC Bank,Amex,Chennai,mobile,732,2063,345,1,1328.42,-0.082,192.3,0,0.1722,0.181,0.1338,0.1659,0.338,NORMAL,0.0732,LEGIT
T547865,2026-08-13 11:18:08,U100136,664.72,Wallet,Punjab National Bank,NOT_CARD,Kolkata,desktop,629,1808,306,0,761.33,-0.1269,116.1,0,0.1106,0.016,0.0651,0.2101,0.2928,NORMAL,0.0,LEGIT
T525967,2026-08-13 11:18:13,U100140,2545.39,Card,ICICI Bank,RuPay,Jaipur,mobile,1347,2948,476,0,2732.57,-0.0685,160.8,0,0.1199,0.0928,0.0368,0.0809,0.0579,NORMAL,0.1074,LEGIT
T500483,2026-08-13 11:18:28,U100256,108.91,UPI,HDFC Bank,NOT_CARD,Hyderabad,mobile,69,2033,355,0,106.86,0.0192,104.6,0,0.1748,0.5498,0.084,0.078,0.1186,NORMAL,0.0776,LEGIT
T514025,2026-08-13 11:18:32,U101496,1814.13,Netbanking,ICICI Bank,NOT_CARD,Hyderabad,mobile,1314,1653,275,1,1329.07,0.365,187.0,0,0.1187,0.1963,0.097,0.0768,0.644,NORMAL,0.1356,LEGIT
T506022,2026-08-13 11:19:04,U100426,2010.4,UPI,IDFC First Bank,NOT_CARD,Bengaluru,desktop,766,2593,439,0,2911.19,-0.3094,143.8,0,0.2054,0.1921,0.0503,0.0694,0.1747,NORMAL,0.1484,LEGIT
T533595,2026-08-13 11:20:50,U100076,4801.44,Netbanking,IDFC First Bank,NOT_CARD,Mumbai,mobile,1181,991,180,1,6736.3,-0.2872,228.5,0,0.1529,0.1881,0.2446,0.1796,0.2095,NORMAL,0.1329,LEGIT
T539130,2026-08-13 11:21:12,U101051,381.0,Netbanking,HDFC Bank,NOT_CARD,Chennai,mobile,542,1095,183,0,495.9,-0.2317,131.3,0,0.1234,0.235,0.0739,0.2625,0.1976,NORMAL,0.0457,LEGIT
T530926,2026-08-13 11:22:08,U100180,520.95,Wallet,HDFC Bank,NOT_CARD,Mumbai,mobile,877,2814,474,0,445.21,0.1701,229.1,0,0.2197,0.4056,0.1452,0.0673,0.282,NORMAL,0.1731,LEGIT
T507180,2026-08-13 11:22:24,U100750,1897.29,Wallet,IDFC First Bank,NOT_CARD,Kolkata,mobile,578,2883,482,0,1677.82,0.1308,132.9,0,0.3031,0.0564,0.0956,0.1968,0.1001,NORMAL,0.0765,LEGIT
T526017,2026-08-13 11:23:38,U100753,240.05,Netbanking,Kotak Mahindra Bank,NOT_CARD,Delhi,mobile,535,2808,434,0,393.22,-0.3895,188.3,2,0.2937,0.2019,0.1392,0.1385,0.3521,NORMAL,0.1092,LEGIT
T516656,2026-08-13 11:23:47,U100498,2455.34,UPI,ICICI Bank,NOT_CARD,Bengaluru,desktop,475,2779,445,0,1694.99,0.4486,154.7,1,0.1174,0.1002,0.0883,0.0436,0.2747,NORMAL,0.0676,LEGIT
T506126,2026-08-13 11:24:44,U101084,10639.18,UPI,Kotak Mahindra Bank,NOT_CARD,Lucknow,mobile,479,1239,101,0,10717.8,-0.0073,113.0,0,0.995684486118614,0.03858606857605956,0.8359720605504767,0.1045,0.3142,SIGNAL_CONFLICT,0.1419,LEGIT
T513598,2026-08-13 11:24:57,U100258,1314.54,UPI,Kotak Mahindra Bank,NOT_CARD,Bengaluru,mobile,30,526,66,1,1320.72,-0.0047,1884.176700526348,0,0.2946,0.2883,0.3778,0.1491,0.0562,LATENCY_ANOMALY,0.1243,LEGIT
T517882,2026-08-13 11:25:35,U100919,3270.09,Card,Kotak Mahindra Bank,RuPay,Pune,mobile,481,1909,315,0,3924.43,-0.1667,109.1,0,0.0916,0.1685,0.0906,0.1231,0.2159,NORMAL,0.0,LEGIT
T544619,2026-08-13 11:26:24,U100821,514.16,Card,HDFC Bank,Mastercard,Hyderabad,mobile,1073,1997,345,0,597.57,-0.1396,135.7,0,0.1127,0.4559,0.0555,0.1697,0.2632,NORMAL,0.0824,LEGIT
T526692,2026-08-13 11:27:35,U100481,246.74,UPI,State Bank of India,NOT_CARD,Chennai,desktop,489,2488,407,1,244.49,0.0092,106.4,1,0.2321,0.1301,0.351,0.4329,0.1292,NORMAL,0.1135,LEGIT
T501779,2026-08-13 11:29:08,U100635,3272.37,Card,Bank of Baroda,Mastercard,Pune,mobile,436,2057,349,0,2745.83,0.1918,194.7,0,0.2335,0.3852,0.2684,0.0688,0.2869,NORMAL,0.0963,LEGIT
T535494,2026-08-13 11:31:30,U100498,2041.36,UPI,ICICI Bank,NOT_CARD,Bengaluru,desktop,475,2779,445,0,1694.99,0.2043,263.2,0,0.0807,0.4087,0.0302,0.0765,0.3189,NORMAL,0.0793,LEGIT
T540110,2026-08-13 11:31:44,U100763,712.5,Card,HDFC Bank,RuPay,Kolkata,desktop,245,2808,472,0,839.96,-0.1517,150.4,0,0.3337,0.2241,0.1959,0.1214,0.1048,NORMAL,0.1711,LEGIT
T515720,2026-08-13 11:32:21,U101118,542.92,Card,Axis Bank,Visa,Mumbai,mobile,1433,2170,383,0,251.88,1.1555,93.8,0,0.1841,0.0283,0.1421,0.0551,0.7274,NORMAL,0.1521,LEGIT
T532854,2026-08-13 11:35:04,U100275,8811.33,UPI,ICICI Bank,NOT_CARD,Hyderabad,mobile,574,1447,246,0,4863.81,0.8116,115.8,1,0.3156,0.188,0.1788,0.0241,0.5144,NORMAL,0.0179,LEGIT
T537869,2026-08-13 11:35:21,U100333,148.29,Card,ICICI Bank,Visa,Kolkata,mobile,1426,2489,451,2,101.85,0.456,145.0,0,0.1933,0.3219,0.0207,0.1702,0.2821,NORMAL,0.1422,LEGIT
T546305,2026-08-13 11:35:33,U101380,1213.87,Netbanking,HDFC Bank,NOT_CARD,Chennai,desktop,1084,2941,494,2,1589.89,-0.2365,69.5,0,0.1962,0.1755,0.143,0.1379,0.2522,NORMAL,0.0592,LEGIT
T507571,2026-08-13 11:36:47,U100263,590.57,Netbanking,Kotak Mahindra Bank,NOT_CARD,Jaipur,mobile,102,2775,473,0,644.04,-0.083,130.8,0,0.3185,0.171,0.2224,0.295,0.1299,NORMAL,0.1292,LEGIT
T521352,2026-08-13 11:38:37,U100045,3586.74,UPI,Punjab National Bank,NOT_CARD,Bengaluru,mobile,1117,2912,458,0,1353.47,1.65,113.0,0,0.0299,0.331,0.3398,0.2228,0.8772,NORMAL,0.2631,LEGIT
T543219,2026-08-13 11:39:42,U100354,576.07,UPI,HDFC Bank,NOT_CARD,Jaipur,mobile,1494,2908,470,1,622.72,-0.0749,137.4,0,0.1331,0.5636,0.4232,0.1953,0.1454,NORMAL,0.1537,LEGIT
T511618,2026-08-13 11:40:17,U100347,954.6,Card,HDFC Bank,Amex,Hyderabad,mobile,1453,2808,474,0,987.88,-0.0337,282.2,0,0.4526,0.4245,0.1336,0.1679,0.066,NORMAL,0.1306,LEGIT
T540827,2026-08-13 11:42:06,U100128,1950.96,Wallet,IDFC First Bank,NOT_CARD,Kolkata,mobile,568,1724,276,0,2570.42,-0.241,172.7,0,0.4141,0.1709,0.2938,0.2003,0.1318,NORMAL,0.1156,LEGIT
T528901,2026-08-13 11:42:43,U100079,366.64,UPI,IndusInd Bank,NOT_CARD,Chennai,mobile,333,2009,335,0,504.97,-0.2739,138.8,0,0.0576,0.2327,0.1143,0.3475,0.2533,NORMAL,0.1296,LEGIT
T523255,2026-08-13 11:42:54,U100939,265.5,UPI,Kotak Mahindra Bank,NOT_CARD,Chennai,desktop,589,1525,256,1,354.82,-0.2517,158.2,0,0.0578,0.1516,0.0431,0.0981,0.1952,NORMAL,0.0677,LEGIT
T530086,2026-08-13 11:43:01,U100123,489.58,Netbanking,Punjab National Bank,NOT_CARD,Chennai,mobile,973,1413,234,0,561.31,-0.1278,75.0,1,0.0685,0.1059,0.243,0.1029,0.1696,NORMAL,0.1862,LEGIT
T531078,2026-08-13 11:43:43,U100277,113.12,UPI,IDFC First Bank,NOT_CARD,Kolkata,mobile,1161,2348,393,0,92.45,0.2235,102.2,0,0.2581,0.1407,0.152,0.0632,0.2616,NORMAL,0.1067,LEGIT
T540656,2026-08-13 11:45:41,U100635,3017.82,Card,Bank of Baroda,Amex,Pune,mobile,436,2057,349,0,2745.83,0.0991,138.8,0,0.1699,0.1466,0.1618,0.6453,0.1077,NORMAL,0.123,LEGIT
T525717,2026-08-13 11:48:01,U100782,5136.61,Card,Punjab National Bank,Mastercard,Jaipur,desktop,382,369,81,0,3903.05,0.316,149.5,0,0.1946,0.3058,0.1245,0.176,0.4791,NORMAL,0.1402,LEGIT
T533646,2026-08-13 11:48:10,U100180,551.46,Netbanking,HDFC Bank,NOT_CARD,Mumbai,mobile,877,2814,474,1,445.21,0.2387,185.8,0,0.1983,0.1835,0.2881,0.0831,0.1354,NORMAL,0.1186,LEGIT
T547283,2026-08-13 11:48:18,U100778,1425.45,UPI,Bank of Baroda,NOT_CARD,Bengaluru,desktop,922,813,146,0,1390.62,0.025,157.0,0,0.1947,0.0918,0.0546,0.1649,0.2533,NORMAL,0.0673,LEGIT
T511901,2026-08-13 11:49:45,U101065,3690.33,UPI,IDFC First Bank,NOT_CARD,Delhi,tablet,1352,1164,212,0,1649.44,1.2373,268.3,0,0.1431,0.4077,0.0558,0.173,0.7254,NORMAL,0.0761,LEGIT
T531584,2026-08-13 11:49:45,U100670,333.56,Card,IndusInd Bank,Amex,Chennai,mobile,373,2857,466,0,318.68,0.0467,126.4,0,0.0697,0.2564,0.1316,0.0793,0.1907,NORMAL,0.0935,LEGIT
T525522,2026-08-13 11:50:08,U100344,2796.52,Wallet,Bank of Baroda,NOT_CARD,Ahmedabad,mobile,5,2716,443,0,1844.96,0.5158,135.5,0,0.1245,0.0298,0.0498,0.0537,0.2605,NORMAL,0.0676,LEGIT
T539535,2026-08-13 11:51:14,U100135,136.59,Card,Bank of Baroda,RuPay,Mumbai,desktop,340,912,152,0,92.96,0.4693,162.8,0,0.2962,0.2768,0.0856,0.2319,0.2862,NORMAL,0.1163,LEGIT
T522013,2026-08-13 11:51:18,U100705,1372.08,Card,State Bank of India,Mastercard,Delhi,mobile,249,1695,268,0,1493.23,-0.0811,196.6,0,0.4362,0.2997,0.2099,0.0495,0.0622,NORMAL,0.1584,LEGIT
T538237,2026-08-13 11:51:31,U100989,393.71,Card,IndusInd Bank,Mastercard,Chennai,desktop,989,2362,391,0,406.06,-0.0304,87.3,1,0.0683,0.1005,0.2953,0.2525,0.1169,NORMAL,0.085,LEGIT
T547840,2026-08-13 11:54:16,U100106,91.44,Card,HDFC Bank,Amex,Mumbai,mobile,498,2341,390,0,90.24,0.0133,176.7,0,0.1764,0.0517,0.165,0.1184,0.5451,NORMAL,0.0862,LEGIT
T511109,2026-08-13 11:54:39,U100445,866.18,Card,Bank of Baroda,Amex,Kolkata,desktop,1349,1988,318,0,740.2,0.1702,109.5,0,0.1362,0.1547,0.1252,0.3635,0.2226,NORMAL,0.1055,LEGIT
T508212,2026-08-13 11:55:31,U101081,5031.89,UPI,IDFC First Bank,NOT_CARD,Kolkata,tablet,715,2967,501,0,4254.02,0.1829,142.6,1,0.2598,0.064,0.3792,0.1597,0.4154,NORMAL,0.1068,LEGIT
T514713,2026-08-13 11:55:55,U100246,462.94,UPI,Punjab National Bank,NOT_CARD,Ahmedabad,mobile,1051,2272,374,12,447.44,0.0346,198.8,6,0.3323,0.1024,0.1988,0.1164,0.0959,HIGH_VELOCITY,0.3933,FRAUD
T512469,2026-08-13 11:55:58,U100523,147.67,UPI,Bank of Baroda,NOT_CARD,Pune,mobile,641,2474,404,0,134.46,0.0982,90.5,0,0.2608,0.0946,0.1042,0.301,0.5165,NORMAL,0.2182,LEGIT
T521924,2026-08-13 11:56:06,U101485,435.13,UPI,State Bank of India,NOT_CARD,Bengaluru,mobile,11,2588,426,0,539.74,-0.1938,139.2,1,0.101,0.1382,0.2495,0.0191,0.2165,NORMAL,0.1433,LEGIT
T506172,2026-08-13 11:56:09,U101347,216.28,UPI,Kotak Mahindra Bank,NOT_CARD,Jaipur,mobile,754,2102,349,19,227.85,-0.0508,139.9,9,0.1763,0.1929,0.1489,0.1586,0.2597,HIGH_VELOCITY,0.4085,FRAUD
T519934,2026-08-13 11:56:12,U100360,189.97,Card,ICICI Bank,RuPay,Mumbai,desktop,1202,2537,426,1,272.6,-0.3031,166.2,0,0.1487,0.2796,0.0416,0.3972,0.2044,NORMAL,0.1486,LEGIT
T522657,2026-08-13 11:57:50,U101198,549.77,Wallet,Yes Bank,NOT_CARD,Chennai,mobile,31,2408,396,1,752.15,-0.2691,86.7,0,0.3441,0.0608,0.0388,0.1599,0.1609,NORMAL,0.0101,LEGIT
T527720,2026-08-13 11:59:24,U100436,877.75,Card,State Bank of India,Visa,Ahmedabad,desktop,319,1702,283,0,846.7,0.0367,209.8,0,0.2415,0.2194,0.0353,0.1067,0.2721,NORMAL,0.1156,LEGIT
T523230,2026-08-13 11:59:43,U101280,863.7,UPI,Kotak Mahindra Bank,NOT_CARD,Delhi,tablet,553,2219,363,0,534.23,0.6167,175.8,1,0.2486,0.0906,0.1511,0.259,0.3722,NORMAL,0.1265,LEGIT
T529901,2026-08-13 12:00:53,U100638,882.35,UPI,HDFC Bank,NOT_CARD,Ahmedabad,mobile,1315,2378,390,0,489.98,0.8008,130.5,0,0.1828,0.0576,0.098,0.2892,0.5951,NORMAL,0.1795,LEGIT
T501577,2026-08-13 12:00:55,U100037,446.32,UPI,Yes Bank,NOT_CARD,Mumbai,mobile,837,2483,426,0,830.49,-0.4626,119.0,0,0.2415,0.1173,0.1052,0.1205,0.3199,NORMAL,0.0605,LEGIT
T520810,2026-08-13 12:01:15,U101314,938.08,Card,Punjab National Bank,RuPay,Hyderabad,mobile,861,2707,452,1,1016.5,-0.0772,70.5,0,0.223,0.3659,0.1372,0.1258,0.2337,NORMAL,0.1106,LEGIT
T542507,2026-08-13 12:02:20,U100739,4636.73,UPI,Punjab National Bank,NOT_CARD,Delhi,mobile,174,2695,454,1,3850.08,0.2043,161.8,0,0.1239,0.0547,0.0188,0.0594,0.5662,NORMAL,0.1301,LEGIT
T511913,2026-08-13 12:02:33,U100582,844.86,Card,Axis Bank,Mastercard,Chennai,mobile,118,321,62,0,1460.96,-0.4217,123.2,0,0.4885,0.0731,0.2711,0.179,0.3073,NORMAL,0.148,LEGIT
T526770,2026-08-13 12:03:19,U100331,811.07,Card,Yes Bank,Visa,Delhi,mobile,373,1895,182,0,603.41,0.3442,107.8,0,0.8933897592889078,0.006375130800979434,0.9636982024142875,0.0819,0.198,SIGNAL_CONFLICT,0.2085,LEGIT
T535645,2026-08-13 12:03:28,U100052,1334.11,UPI,Yes Bank,NOT_CARD,Ahmedabad,desktop,1188,1092,185,0,1173.97,0.1364,115.3,0,0.1344,0.2211,0.2036,0.4489,0.2572,NORMAL,0.1258,LEGIT
T521831,2026-08-13 12:05:10,U100776,227.46,Card,Bank of Baroda,Mastercard,Pune,mobile,460,1271,216,1,223.84,0.0162,270.7,1,0.2353,0.1839,0.0956,0.1159,0.0505,NORMAL,0.0558,LEGIT
T542331,2026-08-13 12:07:51,U101046,63.69,Card,Bank of Baroda,RuPay,Jaipur,mobile,879,719,101,1,56.01,0.1371,121.6,0,0.4073,0.4349,0.1617,0.3058,0.1394,NORMAL,0.0658,FRAUD
T503917,2026-08-13 12:08:18,U100078,240.33,Card,Axis Bank,Mastercard,Jaipur,desktop,902,1693,297,0,421.3,-0.4295,288.8,0,0.2397,0.143,0.2212,0.2367,0.2647,NORMAL,0.0168,LEGIT
T505822,2026-08-13 12:09:09,U101290,1182.64,UPI,Punjab National Bank,NOT_CARD,Jaipur,mobile,402,701,97,0,1053.25,0.1228,80.8,0,0.1458,0.1979,0.1915,0.1305,0.1432,NORMAL,0.1547,LEGIT
T513459,2026-08-13 12:10:09,U100663,738.45,Netbanking,IndusInd Bank,NOT_CARD,Hyderabad,mobile,1067,608,98,1,1857.03,-0.6023,113.1,0,0.162,0.2683,0.1549,0.3683,0.5999,NORMAL,0.1214,LEGIT
T549904,2026-08-13 12:10:24,U101066,233.86,Card,IDFC First Bank,Visa,Jaipur,mobile,193,2777,479,1,195.78,0.1945,153.0,0,0.1947,0.3651,0.5196,0.1264,0.1682,NORMAL,0.1516,LEGIT
T511666,2026-08-13 12:11:35,U100903,784.43,Card,Bank of Baroda,Visa,Ahmedabad,mobile,1067,2652,459,0,1087.35,-0.2786,137.0,0,0.3973,0.2255,0.169,0.0845,0.4845,NORMAL,0.0999,LEGIT
T508784,2026-08-13 12:13:30,U101012,193.93,Card,IndusInd Bank,RuPay,Chennai,mobile,1084,738,119,0,252.71,-0.2326,240.2,0,0.2607,0.1489,0.0412,0.1122,0.3638,NORMAL,0.0447,LEGIT
T507537,2026-08-13 12:14:09,U100857,109.28,UPI,ICICI Bank,NOT_CARD,Hyderabad,desktop,1173,172,44,0,140.78,-0.2237,144.4,0,0.1359,0.1875,0.0727,0.1636,0.2528,NORMAL,0.1381,LEGIT
T523682,2026-08-13 12:14:15,U100673,481.55,Card,Axis Bank,Visa,Delhi,mobile,143,286,54,0,366.19,0.315,181.4,1,0.1203,0.0845,0.0524,0.1368,0.3133,NORMAL,0.1896,LEGIT
T547070,2026-08-13 12:15:07,U101485,915.58,Card,State Bank of India,RuPay,Bengaluru,mobile,11,2588,426,0,539.74,0.6963,169.3,0,0.0448,0.3019,0.2133,0.2143,0.9796,NORMAL,0.1711,LEGIT
T549954,2026-08-13 12:16:19,U101434,1441.9,Card,Kotak Mahindra Bank,Amex,Chennai,mobile,439,959,163,0,1165.57,0.2371,225.1,0,0.1706,0.1481,0.2798,0.2701,0.2504,NORMAL,0.1177,LEGIT
T544184,2026-08-13 12:17:00,U100701,727.08,Wallet,HDFC Bank,NOT_CARD,Mumbai,desktop,1431,1848,304,0,813.92,-0.1067,132.8,0,0.2077,0.0676,0.3002,0.1697,0.0857,NORMAL,0.1454,LEGIT
T546235,2026-08-13 12:17:30,U101421,1478.78,Wallet,State Bank of India,NOT_CARD,Jaipur,desktop,1008,2984,492,0,2975.89,-0.5031,140.7,0,0.0984,0.0973,0.0821,0.3077,0.4441,NORMAL,0.1622,LEGIT
T538733,2026-08-13 12:17:51,U101437,3367.96,Card,Yes Bank,Amex,Ahmedabad,mobile,346,1959,314,0,3728.98,-0.0968,218.2,0,0.5449,0.1159,0.3801,0.223,0.2401,NORMAL,0.0566,LEGIT
T543218,2026-08-13 12:21:10,U100812,232.39,UPI,State Bank of India,NOT_CARD,Pune,mobile,1468,2053,356,3,219.96,0.0565,1531.275715402815,0,0.282,0.147,0.3038,0.1673,0.1087,LATENCY_ANOMALY,0.1186,LEGIT
T526816,2026-08-13 12:21:15,U101450,930.01,UPI,Punjab National Bank,NOT_CARD,Lucknow,desktop,325,881,134,0,1031.84,-0.0987,208.5,0,0.0985,0.0081,0.3377,0.2979,0.1777,NORMAL,0.1067,LEGIT
T531997,2026-08-13 12:21:30,U101032,152.13,UPI,Punjab National Bank,NOT_CARD,Lucknow,mobile,1451,2192,355,1,187.8,-0.1899,1243.6745385277923,1,0.0422,0.0679,0.1258,0.128,0.3211,LATENCY_ANOMALY,0.0298,LEGIT
T510960,2026-08-13 12:23:57,U101440,861.67,Card,Bank of Baroda,Visa,Lucknow,mobile,1035,2338,381,1,674.11,0.2782,113.0,0,0.0347,0.0803,0.1685,0.139,0.3313,NORMAL,0.0973,LEGIT
T522609,2026-08-13 12:24:06,U100034,3001.7,Netbanking,Yes Bank,NOT_CARD,Chennai,mobile,1152,2663,470,0,1686.49,0.7798,129.8,0,0.1425,0.7339,0.2904,0.3254,0.4967,NORMAL,0.1867,LEGIT
T547317,2026-08-13 12:25:36,U100226,680.74,Card,Kotak Mahindra Bank,RuPay,Kolkata,mobile,910,2426,409,8,474.14,0.4357,896.613543516793,0,0.9328495702121713,0.09508319136243866,0.0902,0.5958550730579032,0.3252,COMBINED_INCIDENT,0.2925,LEGIT
T547806,2026-08-13 12:26:29,U100336,153.31,Card,Punjab National Bank,RuPay,Ahmedabad,mobile,1233,2889,483,0,100.56,0.5246,224.3,0,0.4224,0.2121,0.3033,0.1671,0.4956,NORMAL,0.2368,LEGIT
T508723,2026-08-13 12:27:00,U101470,2358.27,Netbanking,Kotak Mahindra Bank,NOT_CARD,Pune,mobile,318,2693,459,0,1269.67,0.8574,165.2,0,0.0977,0.1258,0.1202,0.0408,0.4549,NORMAL,0.0767,LEGIT
